chr	start	end	seq	strand	read_count	mapq	read_count_1	mapq_1	read_count_2	mapq_2	experiment	replicate	genotype	launch_pad_location	insert	sample_type	sorted_gate	pool_nr	sample_name	ctrl_lib_nr	name	genotype_for_title
chr3	35456827	35456828	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	35468601	35468602	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	35473708	35473709	TA	+	2	42	2	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	35477653	35477654	TA	-	2	42	0	-	2	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	35482470	35482471	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	35495863	35495864	TA	+	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	35561767	35561768	TA	-	2	41	0	-	2	41	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	35605169	35605170	TA	-	2	28.5	0	-	2	28.5	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	35778438	35778439	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	35779869	35779870	TA	+	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr1	169064656	169064657	TA	+	1	30	1	30	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	35807702	35807703	TA	-	3	42	2	42	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	35923336	35923337	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	35974539	35974540	TA	+	4	33	0	-	4	33	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	36159368	36159369	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	36169950	36169951	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	36235644	36235645	TA	-	1	35	1	35	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	36260124	36260125	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	36273582	36273583	TA	-	1	14	0	-	1	14	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	36354825	36354826	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	36426640	36426641	TA	+	2	42	0	-	2	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr1	169466020	169466021	TA	+	1	23	1	23	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	36514006	36514007	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	36574922	36574923	TA	+	2	41	2	41	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	36885209	36885210	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	37051292	37051293	TA	-	2	32	2	32	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	37536297	37536298	TA	-	2	31.5	0	-	2	31.5	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	37743187	37743188	TA	+	1	40	0	-	1	40	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	37905435	37905436	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	39214283	39214284	TA	+	2	23	2	23	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	40335189	40335190	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	40468053	40468054	TA	-	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr1	172062827	172062828	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	40749933	40749934	TA	-	3	42	3	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	40786411	40786412	TA	-	2	42	1	42	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	40825714	40825715	TA	-	6	42	1	23	5	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	41018754	41018755	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	41491740	41491741	TA	+	2	42	0	-	2	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	41568244	41568245	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	41597425	41597426	TA	-	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	41601930	41601931	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	43645942	43645943	TA	-	5	42	0	-	5	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	45202443	45202444	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr1	172681775	172681776	TA	-	2	42	2	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	46752196	46752197	TA	-	2	42	0	-	2	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	48395044	48395045	TA	-	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	50339014	50339015	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	51354968	51354969	TA	+	1	16	0	-	1	16	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	52931587	52931588	TA	+	2	31.5	2	31.5	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	53353104	53353105	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	54485931	54485932	TA	-	2	42	2	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	54746145	54746146	TA	+	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	55370577	55370578	TA	-	1	24	0	-	1	24	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	56849085	56849086	TA	-	1	11	0	-	1	11	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr1	174958832	174958833	TA	+	1	40	0	-	1	40	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	57519547	57519548	TA	+	3	40	0	-	3	40	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	59010561	59010562	TA	-	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	59505609	59505610	TA	-	2	32.5	0	-	2	32.5	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	61468456	61468457	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	63497130	63497131	TA	+	3	42	0	-	3	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	65744774	65744775	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	68391522	68391523	TA	-	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	68553860	68553861	TA	+	5	42	0	-	5	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	68571411	68571412	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	78817205	78817206	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr1	178577189	178577190	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	79143999	79144000	TA	+	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	79873633	79873634	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	81239241	81239242	TA	+	3	42	0	-	3	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	84936828	84936829	TA	+	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	86026287	86026288	TA	+	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	88439497	88439498	TA	-	2	42	1	42	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	92803832	92803833	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	94818716	94818717	TA	+	2	32.5	0	-	2	32.5	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	95939752	95939753	TA	-	1	40	0	-	1	40	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	96029108	96029109	TA	+	2	32	0	-	2	32	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr1	180072798	180072799	TA	-	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	97117670	97117671	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	98428959	98428960	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	98893772	98893773	TA	+	1	30	1	30	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	99121138	99121139	TA	-	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	101963056	101963057	TA	-	3	40	2	32	1	40	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	107659940	107659941	TA	-	1	15	1	15	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	109278216	109278217	TA	+	1	40	1	40	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	120378731	120378732	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	122457743	122457744	TA	+	8	41	0	-	8	41	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	123596887	123596888	TA	-	1	23	1	23	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr1	182584248	182584249	TA	+	2	32	2	32	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	127235293	127235294	TA	-	1	24	0	-	1	24	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	131328442	131328443	TA	-	2	33	0	-	2	33	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	132417720	132417721	TA	-	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	133551736	133551737	TA	-	2	42	2	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	136742786	136742787	TA	+	1	30	1	30	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	141508105	141508106	TA	+	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr3	141508110	141508111	TA	+	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	9703928	9703929	TA	-	1	30	1	30	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	15395975	15395976	TA	+	1	11	1	11	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	22143848	22143849	TA	+	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr1	33733582	33733583	TA	-	1	24	0	-	1	24	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr1	186321307	186321308	TA	-	1	40	0	-	1	40	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	33253946	33253947	TA	-	2	32.5	2	32.5	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	34050163	34050164	CA	-	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	37471250	37471251	TA	+	1	40	1	40	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	38486657	38486658	TA	+	1	23	0	-	1	23	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	46594518	46594519	TA	+	1	40	0	-	1	40	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	48593018	48593019	TA	+	1	24	0	-	1	24	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	55817634	55817635	TA	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	71214928	71214929	TA	+	1	11	0	-	1	11	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	72231908	72231909	TA	+	1	16	0	-	1	16	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	83454592	83454593	TA	+	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr1	188847590	188847591	TA	+	1	23	0	-	1	23	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	94862354	94862355	TA	-	1	24	0	-	1	24	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	101460659	101460660	CA	+	1	40	1	40	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	112181985	112181986	TA	-	1	12	0	-	1	12	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	112297050	112297051	TA	-	1	11	1	11	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	118366586	118366587	TA	+	3	24	0	-	3	24	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	121265743	121265744	TA	-	1	23	0	-	1	23	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	122641239	122641240	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	128996482	128996483	TA	-	2	42	0	-	2	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	129184698	129184699	TA	+	2	23.5	2	23.5	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	130231248	130231249	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr2	9555890	9555891	TA	+	2	42	2	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	131261494	131261495	TA	+	1	24	0	-	1	24	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	132798967	132798968	TA	+	3	24	0	-	3	24	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	135732431	135732432	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	149884696	149884697	TA	-	1	23	1	23	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr4	152411977	152411978	TA	-	3	42	3	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	6101834	6101835	TA	+	1	40	1	40	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	21679012	21679013	TA	-	2	23.5	2	23.5	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	34877740	34877741	TG	-	1	42	1	42	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	47060094	47060095	TA	+	1	11	1	11	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	47462762	47462763	TA	+	1	31	1	31	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr2	12733294	12733295	TA	+	2	42	0	-	2	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	54431345	54431346	TA	-	1	24	1	24	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	60891464	60891465	TA	-	2	41	0	-	2	41	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	64068056	64068057	TA	-	1	30	1	30	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	64437902	64437903	TA	+	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	65680679	65680680	TA	+	1	15	1	15	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	66464490	66464491	TA	-	1	11	1	11	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	73165604	73165605	TA	-	1	40	1	40	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	74336558	74336559	TA	+	1	23	0	-	1	23	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	75087616	75087617	TC	+	2	23.5	0	-	2	23.5	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr5	82071590	82071591	TA	-	1	40	1	40	0	-	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
chr2	20828058	20828059	TA	-	1	42	0	-	1	42	E2282	rep2	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep2	NA	NA	NA
